0.00,0.00,12.50
10.00,0.00,-20.00
20.00,0.00,-15.00
30.00,0.00,-12.50
40.00,0.00,-20.00
50.00,0.00,-10.00
60.00,0.00,-15.00
70.00,0.00,-12.50
80.00,0.00,-15.00
90.00,0.00,-17.50
100.00,0.00,-122.50
100.00,10.00,-100.00
90.00,10.00,-17.50
80.00,10.00,-12.50
70.00,10.00,-7.50
60.00,10.00,-12.50
50.00,10.00,-10.00
40.00,10.00,-10.00
30.00,10.00,-12.50
20.00,10.00,-22.50
10.00,10.00,-17.50
0.00,10.00,-85.00
0.00,20.00,-70.00
10.00,20.00,-22.50
20.00,20.00,-30.00
30.00,20.00,-20.00
40.00,20.00,-22.50
50.00,20.00,-22.50
60.00,20.00,-15.00
70.00,20.00,-40.00
80.00,20.00,-25.00
90.00,20.00,-25.00
100.00,20.00,-120.00
100.00,30.00,-122.50
90.00,30.00,-55.00
80.00,30.00,-47.50
70.00,30.00,-37.50
60.00,30.00,-52.50
50.00,30.00,-40.00
40.00,30.00,-40.00
30.00,30.00,-25.00
20.00,30.00,-30.00
10.00,30.00,-47.50
0.00,30.00,-80.00
0.00,40.00,-75.00
10.00,40.00,-60.00
20.00,40.00,-52.50
30.00,40.00,-45.00
40.00,40.00,-55.00
50.00,40.00,-55.00
60.00,40.00,-47.50
70.00,40.00,-55.00
80.00,40.00,-50.00
90.00,40.00,-47.50
100.00,40.00,-120.00
100.00,50.00,-105.00
90.00,50.00,-57.50
80.00,50.00,-45.00
70.00,50.00,-52.50
60.00,50.00,-50.00
50.00,50.00,-42.50
40.00,50.00,-47.50
30.00,50.00,-42.50
20.00,50.00,-47.50
10.00,50.00,-45.00
0.00,50.00,-60.00
0.00,60.00,-55.00
10.00,60.00,-60.00
20.00,60.00,-60.00
30.00,60.00,-52.50
40.00,60.00,-57.50
50.00,60.00,-60.00
60.00,60.00,-55.00
70.00,60.00,-55.00
80.00,60.00,-55.00
90.00,60.00,-52.50
100.00,60.00,-102.50
100.00,70.00,-127.50
90.00,70.00,-55.00
80.00,70.00,-40.00
70.00,70.00,-40.00
60.00,70.00,-20.00
50.00,70.00,-10.00
40.00,70.00,-20.00
30.00,70.00,-17.50
20.00,70.00,-17.50
10.00,70.00,0.00
0.00,70.00,-85.00
0.00,80.00,340.00
10.00,80.00,277.50
20.00,80.00,300.00
30.00,80.00,342.50
40.00,80.00,355.00
50.00,80.00,422.50
60.00,80.00,477.50
70.00,80.00,545.00
80.00,80.00,587.50
90.00,80.00,625.00
100.00,80.00,702.50
100.00,90.00,637.50
90.00,90.00,587.50
80.00,90.00,542.50
70.00,90.00,495.00
60.00,90.00,452.50
50.00,90.00,412.50
40.00,90.00,352.50
30.00,90.00,332.50
20.00,90.00,260.00
10.00,90.00,235.00
0.00,90.00,212.50
0.00,100.00,187.50
10.00,100.00,212.50
20.00,100.00,235.00
30.00,100.00,302.50
40.00,100.00,342.50
50.00,100.00,382.50
60.00,100.00,430.00
70.00,100.00,480.00
80.00,100.00,525.00
90.00,100.00,580.00
100.00,100.00,617.50
